gp1,gp2,gp3,gp4,gp5,gp6,gp7,group
-0.3588189905690304,-0.04124476991585638,0.5081669691470051,0.27927927927927904,0.2822523164647183,0.3390890532967534,-0.15066469719350079,1.8451103916252594e-17
-0.32688241797396944,-0.0462354101569864,0.43829401088929243,0.27927927927927904,0.23235923022095506,0.22609837600280855,-0.17232890201870985,2.1104203825779086e-17
-0.4931389585489997,-0.03216751523056871,0.6705989110707803,0.36148648648648674,0.421240199572345,0.25860432459140026,-0.25553914327917293,3.12945193873696e-17
-0.42534366981747546,-0.05168084335277209,0.47459165154265,0.34740990990990994,0.3100498930862437,0.35963281280474335,-0.2845888724766127,3.48520851751438e-17
-0.37694014371715706,-0.04097880868063847,0.5272232304900176,0.3124999999999999,0.24590163934426235,0.011702141491893013,-0.26440177252584934,3.23798784412668e-17
-0.6959558765681841,-0.05459964481398716,0.5834845735027218,0.48310810810810795,0.5281539558089806,0.34415998127657366,-0.3490891186607581,4.2751087178506794e-17
-0.5247910570563667,-0.06766293196445311,0.40653357531760403,0.46058558558558543,0.3962936564504632,0.410212068808592,-0.38404726735598244,4.703222566887917e-17
-0.4801562384335343,-0.04183254348812104,0.5871143375680581,0.38626126126126126,0.3706343549536706,0.17668933414814916,-0.24273756770063984,2.972677853174025e-17
-0.6287519340521861,-0.044819528289686106,0.6333938294010889,0.4577702702702702,0.49750534568781163,0.17733945311992097,-0.4140817331363862,5.071038690708639e-17
-0.747360929826409,-0.022191794860647485,0.8339382940108894,0.4560810810810809,0.6094084105488238,0.1956728081238867,-0.4549483013293942,5.571509810005681e-17
-0.7915466392775622,-0.05707259949597682,0.5925589836660611,0.5219594594594593,0.5944404846756948,0.26757596640185155,-0.49630723781388486,6.078010701824383e-17
-0.8671094970599329,-0.015697023011759348,0.9056261343012707,0.5253378378378378,0.7505345687811829,0.2848691310509824,-0.4751354012801576,5.818730483393382e-17
-0.5888064392903358,-0.037438622994685644,0.6733212341197818,0.4262387387387386,0.4689950106913754,0.3051528429702636,-0.38897095027080264,4.7635202921044275e-17
-0.5032511895303371,-0.01953000845922029,0.7831215970961883,0.28040540540540554,0.4761225944404846,0.7697278601984163,-0.23732151649433791,2.906350355435867e-17
-0.40705788158536393,-0.020511163771972873,0.7168784029038111,0.25281531531531526,0.3749109052031362,0.23689035093422103,-0.3244707040866568,3.9736200917681225e-17
-0.40434082851515185,-0.023134991422431722,0.6996370235934661,0.2545045045045045,0.37633642195295786,0.192942308442445,-0.32348596750369285,3.961560546724822e-17
-0.338188540406428,-0.0008503487443914659,0.8421052631578949,0.13457207207207203,0.40698503207412684,0.22050735284557077,-0.12998522895125567,1.5918599457159112e-17
-0.6851531832992248,-0.04205377384618808,0.6705989110707803,0.5506756756756755,0.5459729151817532,0.5130608901428962,-0.4967996061053666,6.084040474346031e-17
-0.6127340897186075,-0.02007643721742519,0.8212341197822136,0.38288288288288275,0.5930149679258732,0.3072332236799335,-0.32545544066962073,3.985679636811423e-17
-0.4519883733159594,-0.03169482992505254,0.6470054446460974,0.2685810810810813,0.37419814682822505,0.10335591413228623,-0.21762678483505674,2.66515945456982e-17
-0.6612910518828421,-0.036374778053814005,0.7078039927404717,0.4515765765765764,0.5438346400570204,0.07826132182189341,-0.3018217626784833,3.6962505557721664e-17
-0.6074534196420995,-0.03092039868259816,0.7277676950998182,0.3778153153153155,0.5324305060584459,0.2851291786396911,-0.32299359921221066,3.9555307742031687e-17
-0.5881271760227826,-0.038094579907300474,0.6696914700544465,0.36373873873873874,0.4711332858161082,0.25210313487368197,-0.2914820285573608,3.5696253328174925e-17
-0.6144106874016145,-0.05579647037246804,0.5399274047186934,0.4386261261261261,0.4476122594440484,0.17733945311992097,-0.40965041851304773,5.0167707380137753e-17
-0.5464507635861056,-0.043874157678654324,0.6079854809437384,0.38626126126126126,0.4575908766928009,0.4173633774980822,-0.3077301821762679,3.768607826031984e-17
-0.7113487776260298,-0.031118176577466072,0.7640653357531758,0.4363738738738741,0.5730577334283677,0.6277418767634477,-0.30379123584441164,3.720369645858774e-17
-0.5806664790997684,-0.07114944059782463,0.4147005444646096,0.45945945945945943,0.34426229508196715,0.4356967325020479,-0.431806991629739,5.288110501488078e-17
-0.5224351961058066,-0.03259885572202498,0.6805807622504535,0.3406531531531529,0.4055595153243049,0.33323798255080683,-0.3471196454948302,4.250989627764078e-17
-0.5812690243353635,-0.06769533060308247,0.43194192377495455,0.474099099099099,0.34426229508196715,0.09308403437829126,-0.4766125061546037,5.836819800958337e-17
-0.6403106086206564,-0.05950759542699796,0.5235934664246823,0.45213963963963966,0.4148253741981469,0.15185478942646505,-0.4529788281634663,5.547390719919079e-17
-0.5413123305534444,-0.03447509065631971,0.6687840290381126,0.2753378378378378,0.5324305060584459,0.2648454667204099,-0.25849335302806475,3.165630573866863e-17
-0.5840403973973957,-0.016190986731226653,0.8393829401088925,0.2730855855855858,0.5573770491803277,0.04900596809216086,-0.2801575578532743,3.430940564819518e-17
-0.6640848229850123,-0.036549103485482404,0.7041742286751363,0.4296171171171171,0.5623663578047041,0.1604363598538533,-0.34613490891186627,4.2389300827207766e-17
-0.2553839407768481,-0.05783591051375363,0.28221415607985406,0.1463963963963963,0.28652886671418387,0.09581453405973295,0.0,0.0
-0.12096485672478277,-0.012436342813389241,0.5462794918330303,0.06137387387387387,0.15680684248039922,0.2515830396962645,-0.04332840965041856,5.306199819053037e-18
-0.07504822959880256,0.009283978755585676,0.688747731397459,0.0016891891891892535,0.17747683535281542,0.19554278432953234,-0.09059576563269335,1.109478143983817e-17
-0.23217867458788033,0.00017771149475984127,0.7640653357531758,0.09966216216216195,0.2936564504632928,0.31919541276053526,-0.04234367306745461,5.185604368620028e-18
-0.38388621245660326,-0.040015545718746076,0.5435571687840288,0.27927927927927904,0.31361368496079817,0.441027708070577,-0.2801575578532743,3.430940564819518e-17
-0.3152470253735411,-0.02874918993754716,0.576225045372051,0.20439189189189166,0.2822523164647183,0.053426777100209336,-0.12949286065977347,1.585830173194258e-17
-0.311992946079623,-0.011785946013113474,0.7241379310344829,0.13513513513513528,0.34853884533143276,0.20633475926094477,-0.04332840965041856,5.306199819053037e-18
-0.536031660476936,-0.045319052121492565,0.5852994555353904,0.4115990990990991,0.3991446899501068,0.0712400369267576,-0.3106843919251602,3.804786461161892e-17
-0.5021340161111739,-0.0550757161825943,0.4936479128856626,0.3997747747747748,0.37633642195295786,0.18878154702310526,-0.3018217626784833,3.6962505557721664e-17
-0.5409399394137233,-0.04632365989744472,0.5852994555353904,0.37725225225225223,0.3727726300784034,0.09087362987426699,-0.3845396356474642,4.7092523394095647e-17
-0.33768511124292877,-0.05878128112478542,0.34210526315789447,0.2888513513513513,0.17961511047754822,0.35989286039345203,-0.2698178237321517,3.304315341864843e-17
-0.9905836507991916,-0.0687937482318316,0.5372050816696909,0.7274774774774775,0.6635780470420526,0.4304957807278732,-0.7587395371738059,-0.4999999999999999
-0.8924292710835176,-0.07454092736455575,0.49183303085299396,0.6188063063063065,0.6086956521739129,0.508380033546139,-0.6686361398325948,-0.49999999999999994
-0.9295697957231289,-0.0559081725761254,0.6188747731397455,0.6075450450450449,0.6870990734141124,0.49069679751394507,-0.6262924667651406,-0.49999999999999994
-1.1313014622748325,-0.013326824357997036,0.9074410163339384,0.7066441441441441,0.9265858873841767,0.28226865516389504,-0.7680945347119645,-0.4999999999999999
-0.8681068314753868,-0.05207301307941653,0.6397459165154268,0.6295045045045048,0.6101211689237349,0.4211340675343588,-0.650910881339242,-0.49999999999999994
-0.880498205375326,-0.0717014294683686,0.5054446460980035,0.5788288288288287,0.5759087669280114,0.5402358631629588,-0.6282619399310685,-0.49999999999999994
-0.9594797775355997,-0.07872473772460176,0.4700544464609798,0.6559684684684686,0.5509622238061296,0.3977297845505728,-0.6907927129492861,-0.4999999999999999
-1.3792023080885283,-0.05253892625875023,0.6188747731397455,0.9459459459459459,0.8439059158945116,0.4792547036107608,-0.9512555391432792,-0.4999999999999999
-1.1527646117689039,-0.05866159478110189,0.6070780399274045,0.8704954954954958,0.719173200285103,0.5589592895499876,-0.9074347612013789,-0.4999999999999999
-0.8942257077702338,-0.03833926272856697,0.7359346642468237,0.5354729729729728,0.667141838916607,0.2721267992042544,-0.6041358936484494,-0.49999999999999994
-0.8240090390762604,-0.04582969617797694,0.6733212341197818,0.5495495495495496,0.5965787598004276,0.6198104253078314,-0.6701132447070409,-0.49999999999999994
-1.0947634828708162,-0.02850546915168528,0.8130671506352091,0.623310810810811,0.8745545260156806,0.592765476082123,-0.6696208764155588,-0.49999999999999994
-1.2957615661631467,-0.035460594067568074,0.7377495462794914,0.7804054054054056,0.8795438346400567,0.5731318831346136,-0.8212703101920239,-0.4999999999999999
-1.2314393118013451,-0.054492290708824886,0.6333938294010889,0.8361486486486489,0.8139700641482533,0.09191382022910193,-0.8636139832594781,-0.4999999999999999
-1.2230579984948355,-0.05396931441381947,0.6343012704174227,0.8260135135135134,0.8346400570206699,0.2856492738171086,-0.8202855736090595,-0.4999999999999999
-1.0498441901602895,-0.04316113765036722,0.7159709618874772,0.7173423423423424,0.7277263007840339,0.2181669245471922,-0.8261939931068442,-0.4999999999999999
-1.1156784071211128,-0.028413833348135853,0.8058076225045374,0.6672297297297296,0.8082679971489661,0.11492803182982488,-0.7828655834564255,-0.4999999999999999
-1.1798808224792048,-0.0813038344979099,0.4618874773139742,0.9290540540540544,0.7412687099073412,0.380436619901442,-0.9743968488429349,-0.4999999999999999
-1.4082571925293923,-0.018736472852062036,0.8239564428312162,0.9425675675675679,1.0,0.6520563263077144,-0.842934515017233,-0.4999999999999999
-1.364915381429777,-0.014635352120135225,0.8620689655172414,0.873310810810811,0.9992872416250889,0.552718147420978,-0.8872476612506155,-0.4999999999999999
-1.3033213791582567,-0.0568825557626953,0.6034482758620692,0.9470720720720724,0.8232359230220954,0.15471531290226115,-0.9502708025603153,-0.4999999999999999
-1.0989157805080922,-0.027367880758123908,0.819419237749546,0.7167792792792792,0.8310762651461151,0.30619303332509856,-0.755292959133432,-0.4999999999999999
-1.1152292979494336,-0.037464249507132674,0.7486388384754985,0.7730855855855858,0.7576621525302921,0.32140581726455947,-0.755292959133432,-0.4999999999999999
-1.0658396364537304,-0.016225559419103974,0.8938294010889288,0.6407657657657658,0.8766928011404131,0.6807915848600294,-0.6686361398325948,-0.49999999999999994
-1.1176730759520206,-0.10116581348345044,0.3366606170598904,0.9949324324324328,0.6094084105488238,0.5419261724895655,-0.9497784342688335,-0.4999999999999999
-0.8915965717520486,-0.06960057811291553,0.514519056261343,0.6981981981981984,0.593727726300784,0.38108673887321387,-0.7129492860659773,-0.4999999999999999
-1.1922497983390061,-0.04925358158333759,0.6660617059891101,0.8119369369369371,0.8410548823948679,0.3526115279096075,-0.8463810930576074,-0.4999999999999999
-1.1669636213756283,-0.0679276811858276,0.5499092558983667,0.8727477477477478,0.6571632216678545,0.1792898100352365,-0.9522402757262436,-0.4999999999999999
-1.0674507151248485,-0.07498677414378135,0.5045372050816697,0.7725225225225225,0.6286528866714183,0.2714766802324826,-0.8636139832594781,-0.4999999999999999
-1.1162921513767767,-0.05079905800515572,0.6615245009074409,0.7432432432432435,0.751247327156094,0.18501085698682865,-0.7769571639586415,-0.4999999999999999
-0.8029406787620477,-0.040325025817271376,0.7123411978221419,0.4611486486486487,0.63791874554526,0.44882913573183897,-0.5411127523387497,-0.49999999999999994
-0.9978141936263318,-0.02734442829492484,0.8266787658802177,0.5579954954954953,0.7583749109052029,0.1694080016643046,-0.6489414081733137,-0.49999999999999994
-1.1895215462487252,-0.026038074582034332,0.8203266787658798,0.6835585585585588,0.8995010691375621,0.46066130101808633,-0.7336287543082228,-0.4999999999999999
-1.189160354129073,-0.06372597847492112,0.5771324863883849,0.8277027027027026,0.7491090520313612,0.3370086725870835,-0.8419497784342691,-0.4999999999999999
-1.1433971630670088,-0.04760196307020137,0.6787658802177858,0.7595720720720722,0.8018531717747681,0.3384389343249815,-0.8020679468242246,-0.4999999999999999
-1.1165878244845395,-0.036152335681903236,0.7586206896551727,0.6407657657657658,0.8239486813970063,0.23246954192617253,-0.6696208764155588,-0.49999999999999994
-1.1007234162148776,-0.017005550773897427,0.8847549909255894,0.7055180180180182,0.8382038488952244,0.2701764422889389,-0.8276710979812902,-0.4999999999999999
-0.9733607159944231,-0.050958877149055004,0.6524500907441015,0.6385135135135138,0.6721311475409835,0.38771795238528656,-0.6942392909896605,-0.4999999999999999
-1.2824064549079606,-0.05697419156624517,0.6088929219600723,1.0,0.8075552387740553,0.32335617417987494,-1.0,-0.4999999999999999
-1.0875217410236067,-0.04411545443682918,0.7114337568058071,0.7060810810810809,0.7441197434069848,0.12650014952736352,-0.6770064007877895,-0.49999999999999994
-1.0663766626774362,-0.03581263099399645,0.762250453720508,0.6801801801801803,0.8118317890235209,0.19112197532148384,-0.6277695716395864,-0.49999999999999994
-1.2156628205837097,-0.06398299353470882,0.576225045372051,0.7905405405405406,0.8275124732715606,0.37874631057483527,-0.7119645494830134,-0.4999999999999999
-1.1398362116452583,-0.019446106817257558,0.8656987295825768,0.7229729729729729,0.9066286528866713,0.17473897723283363,-0.6917774495322505,-0.4999999999999999
-1.1835728119247328,-0.06337732761158388,0.5816696914700541,0.765765765765766,0.789023521026372,0.7693377888153533,-0.755292959133432,-0.4999999999999999
-1.3997336421790347,-0.03845652504456343,0.705989110707804,0.9369369369369369,0.9700641482537418,0.5086400811348477,-0.8847858197932054,-0.4999999999999999
-1.1551747927112839,-0.04484515480213325,0.7014519056261338,0.854166666666667,0.7761938702779755,0.19281228464809066,-0.8094534711964553,-0.4999999999999999
-1.1125010458591527,-0.014248742505829415,0.903811252268602,0.6486486486486488,0.9030648610121165,0.4640419196712999,-0.6061053668143773,-0.49999999999999994
-1.161288162119261,-0.03894154258860072,0.7341197822141561,0.757882882882883,0.8446186742694224,0.30151217672834135,-0.8202855736090595,-0.4999999999999999
-1.1120519366874737,-0.02329915866482679,0.8411978221415611,0.747747747747748,0.8118317890235209,0.3736753825950149,-0.7124569177744956,-0.4999999999999999
-1.285649335181809,-0.04809810083891608,0.6624319419237747,0.8975225225225228,0.8745545260156806,0.2987816770468997,-0.8867552929591338,-0.4999999999999999
-1.3013491083674866,-0.035809244930905204,0.740471869328494,0.7972972972972976,0.9493941553813257,0.6677892054245927,-0.8217626784835057,-0.4999999999999999
-1.0453195013832928,-0.05614729528505297,0.627041742286751,0.6531531531531533,0.6650035637918745,0.37107490670792764,-0.7346134908911868,-0.4999999999999999
-0.805296539712608,-0.0753891020596994,0.46007259528130656,0.4859234234234232,0.5395580898075552,0.45780077754229026,-0.5829640571147221,-0.49999999999999994
-1.0434894676363697,-0.014830955965755344,0.903811252268602,0.6086711711711714,0.8132573057733425,0.28850979729290466,-0.6824224519940919,-0.4999999999999999
-0.7227428171105152,-0.014370602898760687,0.8920145190562611,0.26126126126126153,0.6785459729151815,0.33427817290564177,-0.30773018217626796,-0.49999999999999994
-1.095366028106411,-0.025051359156942676,0.8330308529945556,0.6824324324324323,0.8831076265146115,0.4450584456955623,-0.7252584933530282,-0.4999999999999999
-1.1215840204733538,-0.0657944311917451,0.5598911070780399,0.7804054054054056,0.6870990734141124,0.4714532759494988,-0.7794190054160516,-0.4999999999999999
-0.995699685791715,-0.026514145950641443,0.8275862068965515,0.6081081081081082,0.7533856022808265,0.19398249879727994,-0.6893156080748399,-0.4999999999999999
-1.3131379370318315,-0.05889177131459955,0.593466424682396,0.9087837837837838,0.8146828225231646,0.1488642421563146,-0.8202855736090595,-0.4999999999999999
-0.9392217185127181,-0.026481747312012083,0.8257713248638838,0.5022522522522525,0.7555238774055593,0.5982264754450064,-0.5622845888724766,-0.49999999999999994
-1.023177088621668,-0.011468481774562389,0.931941923774955,0.6081081081081082,0.8018531717747681,0.26939629952281274,-0.7104874446085673,-0.4999999999999999
-1.1283654541288153,-0.033395527413835446,0.7813067150635207,0.7010135135135136,0.8517462580185317,0.27862798892197277,-0.7040866568193009,-0.4999999999999999
-0.6827430023568448,-0.055870213825157056,0.5671506352087116,0.5546171171171174,0.4547398431931573,0.48068496534865884,-0.6282619399310685,-0.49999999999999994
-0.7974410536097345,-0.06861386268782399,0.5108892921960065,0.5326576576576576,0.5452601568068424,0.455200301655203,-0.6282619399310685,-0.49999999999999994
-0.6935344966057353,-0.04257675014119394,0.6733212341197818,0.49380630630630623,0.554526015680684,0.546997100469386,-0.6538650910881343,-0.49999999999999994
-0.6482971327473078,-0.02020047165960409,0.82486388384755,0.3254504504504506,0.5951532430506056,0.36860445461519464,-0.45297882816346635,-0.49999999999999994
-0.9406681620998512,-0.05380732122067228,0.6388384754990919,0.7015765765765763,0.6728439059158943,0.35898269383297143,-0.7149187592319056,-0.4999999999999999
-0.7315301186169534,-0.08056301390792825,0.40471869328493637,0.5748873873873874,0.42836778332145387,0.24378161203500245,-0.6696208764155588,-0.49999999999999994
-0.7278269301513561,-0.07265018614249186,0.45281306715063485,0.5253378378378378,0.4675694939415538,0.25483363455512364,-0.6070901033973413,-0.49999999999999994
-0.780667227976645,-0.04172857544605019,0.6978221415607985,0.5478603603603603,0.600142551674982,0.39057847586108263,-0.6907927129492861,-0.4999999999999999
-0.38517921997982024,-0.06174481346315133,0.36206896551724094,0.3226351351351354,0.25944404846756963,0.5901650001950357,-0.43131462333825693,-1.0
-0.4050312908027739,-0.04831836916157914,0.4827586206896545,0.36148648648648674,0.31575196008553097,0.8152361882224448,-0.4534711964549486,-0.9999999999999999
-0.40782506190494394,-0.04849269459324773,0.4891107078039924,0.275900900900901,0.3164647184604418,0.6800114420939032,-0.3879862136878388,-1.0
-0.2413271682139708,-0.028326795621520906,0.5181488203266783,0.18299549549549562,0.2401995723449751,0.6116189262635063,-0.3456425406203842,-1.0
-0.2256385940483622,-0.06645498618129436,0.17513611615245,0.23367117117117123,0.1047754811119032,0.4818551794978482,-0.3244707040866569,-1.0
-0.14545193141689872,-0.06633989791454575,0.07803992740471818,0.21396396396396392,0.04062722736992154,0.702635582311563,-0.37223042836041387,-1.0
-0.16039572330306515,-0.05190884583702181,0.2304900181488202,0.15596846846846857,0.06343549536707052,0.18930164220052273,-0.30182176267848343,-1.0
-0.27976070037679907,-0.03142330857749588,0.5235934664246823,0.20720720720720742,0.2401995723449751,0.4753539897801299,-0.23781388478581977,-1.0
-0.32990634317201356,-0.05480419483503765,0.37205081669691414,0.2742117117117118,0.20028510334996438,0.3243963645347099,-0.39241752831117677,-1.0
-0.08821798283839064,-0.06416530310640348,0.02359346642468182,0.23536036036036048,0.012829650748396459,0.6107087597030256,-0.3323485967503694,-1.0
-0.20191869967582649,-0.04053296190141299,0.37658802177858436,0.20495495495495492,0.14967925873129,0.5759924066104097,-0.3879862136878388,-1.0
-0.255767530936638,-0.07182667592439092,0.152450090744101,0.28490990990991005,0.10406272273699206,0.809645165065207,-0.36976858690300335,-1.0
-0.28423106916197594,-0.06731766716420705,0.22867513611615253,0.2865990990990993,0.1446899501069139,0.5189119608888427,-0.4140817331363863,-1.0
-0.13049694051066296,-0.054931615340307396,0.1678765880217783,0.18074324324324312,0.04490377761938713,0.3337580777282243,-0.23732151649433803,-1.0
-0.1441589238936816,-0.044610630170140574,0.27313974591651463,0.15540540540540532,0.08909479686386312,0.426855114485951,-0.3663220088626293,-1.0
-0.13261144834528021,-0.05576189768459095,0.15607985480943737,0.19763513513513514,0.03207412687099067,0.6563471115214085,-0.34465780403742025,-1.0
-0.11696599515142259,-0.019170237371205073,0.4673321234119783,0.08671171171171167,0.15609408410548842,0.33570843464353983,-0.23830625307730197,-1.0
-0.2940588260556194,-0.0951662173678731,0.0,0.2787162162162163,0.08196721311475422,0.527883602699294,-0.345150172328902,-1.0
-0.23810668598025944,-0.08888155565237385,0.0009074410163338386,0.30686936936936937,0.034212401995723465,0.4697629666228921,-0.3894633185622845,-1.0
-0.1773885040119597,-0.06134925767341574,0.16515426497277677,0.2280405405405407,0.04632929436920878,0.6010869989208025,-0.3894633185622845,-1.0
-0.3132971526229089,-0.05935454840928103,0.31215970961887474,0.31081081081081063,0.17747683535281542,0.30125212913963256,-0.4785819793205317,-0.9999999999999999
-0.22917714742997425,-0.042932173130713513,0.38294010889292124,0.25394144144144126,0.128296507483963,0.4558504206269748,-0.38847858197932056,-1.0
-0.24269689376914577,-0.052854216448053604,0.3039927404718692,0.20720720720720742,0.15466856735566645,0.5490774811790559,-0.25947808961102925,-1.0
-0.2996239702198217,-0.04383619892768584,0.4328493647912884,0.24436936936936948,0.24091233071988594,0.47509394219142104,-0.32348596750369296,-1.0
-0.09189877326384982,-0.020399461568315257,0.4328493647912884,0.06306306306306313,0.11689237348538851,0.7311107932751694,-0.2609551944854754,-1.0
-0.2087768513632457,-0.010932211205631023,0.6460980036297637,0.11599099099099124,0.2216678545972914,0.1867011663134354,-0.26440177252584945,-1.0
-0.2950225634108663,-0.054024203480243935,0.3457350272232298,0.23648648648648649,0.19030648610121156,0.5407559583403764,-0.36976858690300335,-1.0
-0.255230504712932,-0.05223960434949837,0.3284936479128859,0.2916666666666666,0.14754098360655754,0.3735453588006606,-0.40324963072378156,-1.0
-0.1535263725955767,-0.05567026188104136,0.19056261343012626,0.15596846846846857,0.027084818246614573,0.464431991054363,-0.30182176267848343,-1.0
-0.12883154184772505,-0.04505091683702696,0.25226860254083433,0.10754504504504496,0.06058446186742689,0.3583325748611996,-0.2801575578532744,-1.0
-0.11388774996155852,-0.059481968914551014,0.09800362976406465,0.23986486486486497,0.05060584461867438,0.7762290499161347,-0.3170851797144266,-1.0
-0.16424114881250923,-0.03957864511495071,0.3393829401088929,0.1509009009009008,0.15324305060584478,0.7736285740290474,-0.21516494337764677,-1.0
-0.12656359794919206,-0.038624328328488784,0.3067150635208707,0.10641891891891896,0.09479686386315037,0.4607913248124408,-0.23682914820285583,-1.0
-0.1511817106650858,-0.04644552029037563,0.26678765880217775,0.13344594594594603,0.09479686386315037,0.6270917577916759,-0.2806499261447566,-1.0
-0.09524076960979508,-0.06600019322663879,0.016333938294010104,0.21340090090090066,0.007840342124020041,0.574302097283803,-0.3279172821270309,-1.0
-0.037228441691638255,-0.010004732945459307,0.4618874773139742,0.046171171171171095,0.13613684960798306,0.5211223653928668,-0.26784835056622347,-1.0
-0.1316253129498951,-0.045225242268695544,0.248638838475499,0.16159909909909909,0.05702066999287245,0.5941957378200211,-0.2821270310192023,-1.0
-0.0561167751593448,-0.03772030253151636,0.22504537205081615,0.13851351351351326,0.008553100498930866,0.5118906759937069,-0.2186115214180208,-1.0
-0.15231008310431793,-0.03673914721876378,0.35571687840290406,0.15822072072072058,0.09123307198859591,0.6645386105657336,-0.23781388478581977,-1.0
-0.2621765734523785,-0.051276341387606256,0.33756805807622525,0.257882882882883,0.18745545260156793,0.11648831736207728,-0.3244707040866569,-1.0
-0.13320279456080614,-0.026468453038086287,0.43466424682395605,0.10754504504504496,0.10334996436208123,0.5450467435540703,-0.1506646971935009,-1.0
-0.27054668773881974,-0.02595998303084976,0.5671506352087116,0.18975225225225212,0.27583749109052025,0.5489474573847014,-0.30920728705071415,-1.0
-0.24503035667956768,-0.03623962338695717,0.451905626134301,0.19200450450450463,0.1988595866001424,0.5320443641186338,-0.31462333825701655,-1.0
-0.16672804778684736,-0.028560358218109427,0.44827586206896564,0.11768018018017999,0.15680684248039922,0.5778127397313708,-0.30329886755292956,-1.0
-0.3514238126579052,-0.051258449036745785,0.41742286751361113,0.33558558558558566,0.2822523164647183,0.7047159630212328,-0.39241752831117677,-1.0
-0.19506054798840725,-0.07013371259719493,0.10617059891107021,0.26126126126126153,0.03777619387027792,0.4286754476069122,-0.32644017725258523,-1.0
